,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
3781,1,0,0,0,29,1,0,0,0,0,0,0,0,0,19,529.5,0,0,0,1,0,1,0,0,0,0,1
3782,0,0,0,1,12,1,1,0,0,0,0,1,0,1,84,966.55,0,0,1,0,1,0,0,0,0,1,0
3783,0,0,1,0,66,1,1,0,1,1,0,1,1,1,105,6936.85,0,0,1,0,1,0,0,0,0,1,0
3784,1,1,0,0,35,1,1,0,0,1,0,1,1,1,101,3496.3,1,0,1,0,1,0,0,0,0,1,0
3785,1,1,1,0,10,1,1,0,0,1,0,0,1,1,89,914.3,1,0,1,0,1,0,0,0,0,1,0
3786,1,0,1,1,27,1,1,0,0,0,0,0,0,1,75,1929.0,0,0,1,0,1,0,0,1,0,0,0
3787,0,0,0,0,58,1,0,0,0,0,1,1,1,1,95,5817.7,0,0,1,0,1,0,0,0,0,1,0
3788,1,0,1,0,54,1,0,1,1,1,1,1,1,0,109,6110.2,1,0,1,0,0,0,1,1,0,0,0
3789,1,0,0,0,9,1,0,0,0,0,0,0,0,0,19,178.8,0,0,0,1,1,0,0,0,0,0,1
3790,1,0,0,0,2,1,0,0,0,0,0,0,0,0,19,28.3,1,0,0,1,0,1,0,0,1,0,0
3791,1,0,0,0,6,1,0,0,0,0,0,0,0,1,69,435.0,0,0,1,0,1,0,0,0,0,1,0
3792,0,1,0,0,26,1,0,0,0,0,0,1,1,1,91,2351.8,1,0,1,0,1,0,0,0,0,1,0
3793,0,0,0,0,9,1,0,0,0,0,0,0,0,0,20,186.15,0,0,0,1,1,0,0,0,0,0,1
3794,1,0,1,0,8,1,0,0,1,1,0,0,0,1,54,445.85,0,1,0,0,1,0,0,0,0,0,1
3795,1,0,0,0,12,1,0,0,0,0,0,1,0,1,81,912.0,0,0,1,0,1,0,0,0,0,1,0
3796,0,0,0,0,15,1,1,0,0,0,0,0,0,1,49,679.55,1,1,0,0,1,0,0,0,0,1,0
3797,1,0,1,0,43,1,1,1,0,1,0,1,1,1,80,3581.6,0,1,0,0,0,1,0,0,0,1,0
3798,1,0,0,0,42,1,1,0,0,0,1,1,1,1,100,4222.95,0,0,1,0,1,0,0,0,0,1,0
3799,0,0,0,0,31,1,1,1,0,1,1,0,0,0,65,1994.3,1,1,0,0,1,0,0,0,1,0,0
3800,0,0,0,1,66,1,1,1,0,1,1,0,0,1,90,5930.05,0,0,1,0,0,0,1,0,1,0,0
3801,0,1,0,0,18,1,1,0,1,0,1,0,0,1,85,1505.85,1,0,1,0,1,0,0,0,0,1,0
3802,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20,20.0,0,0,0,1,1,0,0,0,0,0,1
3803,1,0,1,0,61,1,1,0,1,0,1,1,0,1,94,5638.3,1,0,1,0,0,0,1,0,0,1,0
3804,1,0,0,0,10,1,1,0,1,0,0,0,0,0,79,797.25,0,0,1,0,1,0,0,0,0,1,0
3805,1,1,0,0,1,1,0,0,0,0,0,0,0,1,71,71.65,1,0,1,0,1,0,0,0,0,1,0
3806,0,1,0,0,18,1,0,0,1,0,0,0,0,1,73,1359.45,0,0,1,0,1,0,0,0,0,1,0
3807,1,0,1,0,24,1,1,0,1,1,0,1,1,1,104,2542.45,1,0,1,0,1,0,0,0,0,1,0
3808,0,0,1,1,3,1,0,0,0,0,0,0,0,0,19,54.7,0,0,0,1,1,0,0,0,0,0,1
3809,1,0,0,0,50,1,0,0,0,0,0,0,0,0,20,989.05,0,0,0,1,0,1,0,0,1,0,0
3810,1,0,1,1,1,1,0,0,0,0,0,0,0,0,44,44.55,0,1,0,0,1,0,0,0,0,1,0
3811,1,0,0,0,2,1,0,1,0,0,1,0,0,1,54,87.3,0,1,0,0,1,0,0,0,0,0,1
3812,1,0,0,0,17,1,0,0,0,0,0,0,0,1,19,351.55,0,0,0,1,0,1,0,1,0,0,0
3813,1,0,1,1,69,1,1,0,1,1,0,1,1,1,105,7297.75,0,0,1,0,0,0,1,0,0,1,0
3814,1,0,1,0,72,1,1,1,1,1,1,1,1,1,88,6301.7,0,1,0,0,0,0,1,0,1,0,0
3815,0,0,0,0,3,1,1,0,0,0,0,0,0,1,74,210.3,1,0,1,0,1,0,0,0,0,1,0
3816,1,1,1,1,50,1,1,1,1,1,0,0,1,1,75,3822.45,0,1,0,0,0,0,1,1,0,0,0
3817,0,0,0,0,53,1,0,0,0,0,0,0,0,0,20,1048.45,0,0,0,1,0,0,1,0,0,0,1
3818,0,0,1,0,58,1,1,1,1,0,1,1,1,1,109,6393.65,0,0,1,0,0,0,1,0,1,0,0
3819,1,0,0,0,46,0,0,1,0,0,0,0,0,1,30,1489.3,0,1,0,0,0,1,0,1,0,0,0
3820,1,1,1,0,72,1,1,1,1,1,1,1,1,1,112,8061.5,0,0,1,0,1,0,0,0,1,0,0
3821,0,1,0,0,1,1,1,0,0,0,0,0,0,1,74,74.2,1,0,1,0,1,0,0,0,0,1,0
3822,0,0,1,1,6,1,1,0,1,1,0,1,0,1,94,518.75,0,0,1,0,1,0,0,0,0,0,1
3823,1,0,1,0,72,1,1,1,1,1,1,0,1,0,78,5763.15,0,1,0,0,0,0,1,1,0,0,0
3824,1,0,0,0,4,1,0,0,0,0,0,0,1,1,55,238.5,0,1,0,0,1,0,0,0,0,0,1
3825,0,0,1,1,52,1,0,0,0,0,0,0,0,0,19,1031.7,0,0,0,1,0,0,1,0,0,0,1
3827,0,0,0,0,2,1,0,0,0,0,0,0,0,0,20,34.8,0,0,0,1,0,1,0,0,0,0,1
3828,0,0,1,0,65,1,0,0,0,0,0,0,0,0,19,1319.95,0,0,0,1,0,0,1,1,0,0,0
3829,1,1,1,0,43,1,1,0,1,0,0,1,1,1,101,4388.4,1,0,1,0,1,0,0,0,0,1,0
3830,1,0,1,0,4,1,1,0,1,0,0,1,1,1,100,420.2,1,0,1,0,1,0,0,0,0,1,0
3831,1,1,1,0,25,1,1,1,0,0,0,0,1,1,89,2177.45,1,0,1,0,0,1,0,0,0,1,0
3832,0,0,1,0,51,1,1,0,1,0,1,1,1,1,78,3950.85,0,1,0,0,0,1,0,0,1,0,0
3833,1,0,0,0,12,1,1,0,0,1,0,1,1,0,74,827.05,0,1,0,0,1,0,0,1,0,0,0
3834,0,0,1,1,57,1,0,1,0,0,0,1,1,1,70,3913.3,1,1,0,0,0,1,0,1,0,0,0
3835,0,0,1,1,24,1,0,0,0,0,0,0,0,0,19,533.5,0,0,0,1,0,1,0,0,0,0,1
3836,0,0,1,0,64,1,1,0,0,1,1,0,0,0,58,3756.45,0,1,0,0,0,1,0,1,0,0,0
3837,0,0,0,0,4,1,0,0,1,1,1,1,1,1,105,443.9,1,0,1,0,0,1,0,0,0,1,0
3838,0,0,0,0,26,1,1,0,0,1,0,1,1,1,100,2599.95,0,0,1,0,1,0,0,1,0,0,0
3839,0,0,1,1,15,1,0,0,0,0,0,0,0,0,20,284.3,0,0,0,1,1,0,0,0,0,0,1
3840,1,1,1,0,64,1,1,0,0,0,0,0,0,0,25,1740.8,0,0,0,1,0,0,1,0,1,0,0
3841,1,1,1,0,36,1,1,0,1,0,0,1,1,1,96,3436.1,1,0,1,0,1,0,0,0,0,1,0
3842,0,0,1,0,27,1,1,0,0,0,0,1,1,0,95,2462.55,0,0,1,0,1,0,0,0,1,0,0
3843,1,1,1,0,1,1,0,0,0,0,0,0,0,0,70,70.85,1,0,1,0,1,0,0,0,0,0,1
3844,0,0,0,0,35,1,1,1,0,1,1,1,1,1,85,3110.1,1,1,0,0,0,1,0,0,1,0,0
3845,1,0,0,0,4,1,0,0,0,1,0,0,0,1,73,280.85,1,0,1,0,1,0,0,0,0,1,0
3846,0,0,1,1,8,1,0,0,0,0,0,0,0,1,45,411.75,0,1,0,0,1,0,0,0,0,1,0
3847,1,0,0,0,10,1,0,0,0,0,0,0,0,1,20,198.6,0,0,0,1,1,0,0,0,1,0,0
3848,0,0,0,0,2,1,0,0,1,0,0,0,0,0,49,103.7,0,1,0,0,1,0,0,0,0,0,1
3849,0,0,1,0,58,1,1,1,1,1,0,1,1,1,109,6144.55,1,0,1,0,0,0,1,1,0,0,0
3850,1,0,1,0,51,1,0,1,1,1,1,1,1,1,83,4089.45,0,1,0,0,0,0,1,0,1,0,0
3851,0,0,1,1,46,1,0,0,0,0,0,0,0,1,19,864.2,0,0,0,1,0,0,1,0,0,0,1
3852,1,0,0,0,1,1,0,0,0,0,0,0,0,1,19,19.65,0,0,0,1,1,0,0,1,0,0,0
3853,1,0,0,0,46,1,1,0,0,0,0,0,0,0,72,3249.4,0,0,1,0,1,0,0,1,0,0,0
3854,0,0,1,0,50,1,1,1,1,0,1,1,1,1,109,5405.8,0,0,1,0,1,0,0,1,0,0,0
3855,1,0,1,1,53,1,0,0,1,0,1,1,0,0,65,3363.8,0,1,0,0,1,0,0,0,1,0,0
3856,1,0,1,0,61,1,1,0,1,1,1,1,1,1,114,7132.15,0,0,1,0,1,0,0,0,0,1,0
3857,1,0,0,0,5,1,0,0,0,0,0,0,0,0,20,93.55,0,0,0,1,1,0,0,1,0,0,0
3858,1,0,0,0,47,1,0,1,1,1,1,1,1,1,86,4138.9,0,1,0,0,0,1,0,1,0,0,0
3859,0,0,0,0,54,1,1,0,1,1,0,1,0,1,94,5121.75,0,0,1,0,0,1,0,1,0,0,0
3860,1,0,0,1,19,0,0,0,0,0,0,0,0,1,25,566.1,0,1,0,0,1,0,0,0,1,0,0
3861,0,0,0,1,26,1,0,0,1,1,1,1,1,1,105,2715.3,0,0,1,0,0,0,1,0,0,1,0
3862,1,0,1,1,70,1,1,0,0,0,0,0,0,0,25,1782.05,0,0,0,1,0,0,1,0,0,0,1
3863,1,0,1,0,17,1,1,0,1,1,0,1,1,1,102,1742.5,0,0,1,0,1,0,0,0,0,1,0
3864,0,0,0,0,30,1,1,0,1,0,0,1,1,1,100,2983.8,1,0,1,0,1,0,0,0,0,1,0
3865,0,0,0,1,1,1,1,0,0,0,0,0,0,0,24,24.0,0,0,0,1,1,0,0,0,0,0,1
3866,0,0,1,1,19,1,1,0,0,0,0,0,0,0,25,485.9,0,0,0,1,0,0,1,0,0,0,1
3867,0,0,1,0,26,1,0,0,1,1,0,1,1,1,73,1905.7,0,1,0,0,0,0,1,0,1,0,0
3868,0,0,1,1,21,1,0,0,1,0,0,0,0,1,74,1565.7,1,0,1,0,1,0,0,1,0,0,0
3869,1,0,1,0,50,1,1,0,1,0,0,1,1,1,98,4858.7,0,0,1,0,0,1,0,0,0,1,0
3870,0,0,1,0,68,0,0,1,0,1,0,1,1,1,54,3723.65,0,1,0,0,0,1,0,0,0,1,0
3871,1,0,0,0,3,1,1,0,0,1,0,1,1,1,101,298.35,1,0,1,0,1,0,0,1,0,0,0
3872,1,0,1,1,9,1,0,0,0,1,1,1,1,0,103,970.45,0,0,1,0,1,0,0,0,0,1,0
3873,0,0,1,1,51,0,0,1,0,0,1,0,0,0,34,1782.0,0,1,0,0,0,0,1,1,0,0,0
3874,0,0,0,0,9,1,0,0,0,0,0,0,0,1,43,405.7,0,1,0,0,1,0,0,0,0,1,0
3875,1,1,1,1,41,1,1,0,1,1,1,1,1,1,111,4534.9,1,0,1,0,0,1,0,0,0,1,0
3876,1,0,0,0,22,1,1,0,1,0,0,1,1,1,100,2415.95,0,0,1,0,1,0,0,0,0,1,0
3877,0,0,1,1,21,0,0,1,0,1,0,1,1,1,55,1157.05,1,1,0,0,0,1,0,0,0,1,0
3878,1,0,1,1,71,1,1,1,1,1,1,1,1,1,116,8297.5,0,0,1,0,0,0,1,1,0,0,0
3879,1,0,0,0,1,1,0,0,0,0,0,0,0,0,45,45.75,1,1,0,0,1,0,0,0,0,1,0
3880,1,0,1,1,26,1,1,0,0,1,1,1,1,1,82,2083.1,0,1,0,0,0,1,0,0,1,0,0
3881,1,0,1,0,71,1,1,1,1,0,1,0,0,0,65,4681.75,0,1,0,0,0,0,1,1,0,0,0
3882,1,0,0,0,4,1,0,0,0,0,0,0,0,1,44,176.2,0,1,0,0,1,0,0,0,1,0,0
3883,0,0,0,0,12,1,1,1,0,0,0,0,0,1,79,1001.2,0,0,1,0,1,0,0,0,0,1,0
3884,0,0,1,0,18,1,1,0,0,0,1,1,0,1,88,1594.75,0,0,1,0,1,0,0,0,0,1,0
3885,0,0,0,0,3,1,1,0,0,0,0,0,0,1,74,212.4,0,0,1,0,1,0,0,0,0,1,0
3886,0,1,1,0,72,1,1,1,1,0,0,1,1,1,106,7677.4,0,0,1,0,0,1,0,1,0,0,0
3887,1,0,0,0,11,1,0,0,1,0,0,0,0,0,74,815.5,1,0,1,0,1,0,0,0,0,1,0
3888,0,0,0,0,1,1,0,0,0,0,0,0,1,0,80,80.15,1,0,1,0,1,0,0,0,1,0,0
3889,1,0,0,0,13,1,0,0,0,0,0,0,0,0,19,259.65,0,0,0,1,0,1,0,0,1,0,0
3890,0,0,1,0,72,1,1,0,1,1,1,1,1,1,109,8109.8,1,0,1,0,0,1,0,0,0,1,0
3891,1,0,1,0,42,1,1,1,0,0,0,0,0,0,56,2386.85,0,1,0,0,0,1,0,0,1,0,0
3892,0,0,0,0,17,1,0,0,0,0,0,0,0,0,19,340.35,0,0,0,1,1,0,0,0,1,0,0
3893,0,1,0,0,7,1,0,0,1,0,0,0,0,1,51,419.35,0,1,0,0,1,0,0,0,0,0,1
3894,0,0,1,0,68,1,1,1,1,1,1,1,1,0,118,7990.05,0,0,1,0,0,0,1,0,0,0,1
3895,1,0,1,1,56,1,1,0,0,0,0,0,0,0,24,1402.25,0,0,0,1,0,0,1,1,0,0,0
3896,0,0,1,1,38,1,0,0,0,0,0,0,0,0,20,749.35,0,0,0,1,0,1,0,0,0,0,1
3897,0,0,1,1,72,1,1,1,1,1,1,1,1,1,115,8425.15,0,0,1,0,0,0,1,0,0,1,0
3898,0,0,0,0,48,1,1,0,0,0,0,0,0,0,25,1171.5,0,0,0,1,0,1,0,0,1,0,0
3899,0,1,1,0,52,1,1,1,1,1,0,1,1,1,109,5647.95,0,0,1,0,1,0,0,0,0,1,0
3900,0,0,1,1,35,1,0,0,0,0,0,0,0,0,19,708.8,0,0,0,1,0,1,0,0,0,0,1
3901,1,0,1,0,67,1,1,0,1,1,1,1,1,1,111,7567.2,0,0,1,0,0,0,1,1,0,0,0
3902,0,0,0,0,1,0,0,1,0,0,0,0,0,0,29,29.9,0,1,0,0,1,0,0,0,0,0,1
3903,1,0,0,0,53,1,0,0,1,0,1,0,0,1,80,4348.1,0,0,1,0,1,0,0,0,0,0,1
3904,1,0,1,1,34,1,0,0,0,0,0,0,0,0,20,635.9,0,0,0,1,1,0,0,0,0,0,1
3905,0,0,0,0,3,0,0,0,0,0,0,1,0,0,35,108.95,1,1,0,0,1,0,0,0,1,0,0
3906,0,0,1,0,1,1,0,0,0,0,0,1,0,0,78,78.8,1,0,1,0,1,0,0,0,0,1,0
3907,1,0,0,0,19,1,0,0,0,1,1,1,0,0,89,1682.4,0,0,1,0,1,0,0,0,0,0,1
3908,0,1,1,0,60,1,1,1,1,1,1,1,1,1,116,6925.9,0,0,1,0,0,0,1,1,0,0,0
3909,1,0,0,0,11,1,0,0,0,0,0,0,0,0,19,223.15,0,0,0,1,0,0,1,0,1,0,0
3910,0,0,0,0,47,1,1,0,1,1,0,1,1,1,106,5127.95,1,0,1,0,1,0,0,0,0,1,0
3911,1,0,0,0,18,1,0,1,0,0,0,0,0,0,49,874.8,1,1,0,0,1,0,0,0,0,1,0
3912,0,0,1,1,60,1,1,1,1,1,1,1,1,0,115,6758.45,0,0,1,0,0,0,1,0,1,0,0
3913,1,0,1,0,72,1,1,0,0,0,0,0,0,0,24,1874.3,0,0,0,1,0,0,1,0,1,0,0
3914,1,0,0,0,39,1,0,0,0,0,0,0,0,0,19,791.15,0,0,0,1,0,1,0,0,0,0,1
3915,0,0,1,0,59,1,0,1,0,1,0,0,0,1,81,4639.45,0,0,1,0,0,1,0,0,1,0,0
3916,1,0,1,1,2,1,0,0,0,0,0,0,0,0,69,143.9,0,0,1,0,1,0,0,0,0,0,1
3917,1,1,0,0,1,1,0,0,0,0,0,0,0,0,69,69.1,1,0,1,0,1,0,0,0,0,1,0
3918,1,0,1,1,20,1,0,0,0,0,0,1,1,1,90,1776.55,1,0,1,0,1,0,0,0,0,1,0
3919,0,0,0,0,6,1,1,0,0,0,0,1,1,1,93,536.4,1,0,1,0,1,0,0,1,0,0,0
3920,1,0,0,0,71,1,1,0,0,1,1,0,0,1,86,6172.0,0,0,1,0,0,0,1,0,1,0,0
3921,0,0,1,0,24,1,1,1,1,1,0,0,0,0,66,1559.45,0,1,0,0,1,0,0,0,0,0,1
3922,1,1,1,0,67,1,1,0,0,0,0,1,1,1,94,6079.0,0,0,1,0,1,0,0,0,1,0,0
3923,1,0,0,0,1,1,0,0,0,0,0,0,1,1,80,80.85,1,0,1,0,1,0,0,0,0,0,1
3924,0,0,1,1,48,1,1,0,0,0,0,0,1,1,82,4029.95,1,0,1,0,0,1,0,0,0,0,1
3925,0,0,1,0,37,1,1,0,1,0,1,0,1,0,72,2658.4,0,1,0,0,0,1,0,0,0,0,1
3926,1,0,0,0,11,0,0,0,1,1,0,0,0,0,34,383.55,0,1,0,0,1,0,0,0,0,0,1
3927,1,0,1,0,3,1,0,0,0,0,0,0,0,1,20,51.15,1,0,0,1,1,0,0,0,1,0,0
3928,0,0,1,0,18,1,0,0,0,1,0,1,1,1,95,1745.5,0,0,1,0,1,0,0,0,1,0,0
3929,1,0,1,1,50,1,0,0,0,0,0,0,0,1,44,2230.85,0,1,0,0,0,1,0,1,0,0,0
3930,0,0,1,1,67,1,1,1,0,1,1,1,1,1,109,7281.6,0,0,1,0,0,1,0,0,0,1,0
3931,0,0,1,0,25,1,0,1,1,0,1,0,1,1,71,1837.7,0,1,0,0,1,0,0,0,0,0,1
3932,0,1,0,0,2,1,1,0,0,1,0,0,0,1,78,149.55,1,0,1,0,1,0,0,0,0,1,0
3933,1,0,0,0,9,1,0,0,0,0,0,0,0,0,19,180.7,0,0,0,1,1,0,0,0,1,0,0
3934,0,0,0,1,10,0,0,1,1,0,1,0,0,0,40,411.45,0,1,0,0,0,1,0,0,0,0,1
3935,0,0,1,0,70,1,0,0,0,0,0,0,0,0,19,1328.35,0,0,0,1,0,0,1,0,1,0,0
3936,1,0,0,0,9,1,0,1,0,1,1,0,1,1,68,576.95,0,1,0,0,1,0,0,1,0,0,0
3937,0,0,0,0,4,1,0,0,0,0,0,0,0,1,20,68.45,0,0,0,1,1,0,0,0,1,0,0
3938,0,0,0,0,2,1,0,1,0,0,0,0,0,0,50,123.05,0,1,0,0,1,0,0,0,0,0,1
3939,0,0,0,1,1,1,0,0,0,0,0,0,1,0,78,78.65,1,0,1,0,1,0,0,0,0,1,0
3940,1,0,0,0,19,0,0,0,0,0,0,0,0,1,25,468.35,0,1,0,0,1,0,0,1,0,0,0
3941,1,0,1,1,7,1,0,0,0,0,0,0,0,1,20,174.7,0,0,0,1,1,0,0,1,0,0,0
3942,1,0,0,0,1,1,0,0,0,0,0,0,0,1,42,42.9,1,1,0,0,1,0,0,0,0,1,0
3943,1,1,0,0,1,1,0,0,0,0,0,0,0,0,44,44.0,0,1,0,0,1,0,0,0,0,1,0
3944,0,0,1,1,9,1,0,0,0,0,0,0,0,0,20,172.35,0,0,0,1,0,1,0,0,0,0,1
3945,0,0,0,0,3,0,0,1,0,0,1,0,0,0,34,139.35,1,1,0,0,1,0,0,0,0,0,1
3946,0,0,0,0,9,0,0,1,0,1,1,1,1,0,58,539.85,1,1,0,0,1,0,0,0,0,0,1
3947,0,0,0,0,5,1,0,1,0,1,0,0,0,0,55,300.4,0,1,0,0,1,0,0,0,1,0,0
3948,0,0,1,1,56,1,0,0,0,0,0,1,1,0,88,4968.0,0,0,1,0,0,1,0,1,0,0,0
3949,0,0,0,1,18,1,1,1,0,0,0,0,0,0,57,992.7,0,1,0,0,1,0,0,0,0,0,1
3950,1,1,0,0,49,1,1,0,0,0,0,1,1,1,96,4718.25,1,0,1,0,1,0,0,0,0,1,0
3951,1,0,1,0,70,1,1,1,1,1,1,1,0,0,79,5536.5,0,1,0,0,0,0,1,0,0,0,1
3952,0,0,0,0,72,1,1,0,1,1,1,1,1,1,108,7806.6,0,0,1,0,0,0,1,0,1,0,0
3953,0,1,0,0,6,1,0,0,0,1,0,0,0,0,74,434.1,1,0,1,0,1,0,0,0,0,1,0
3954,1,1,1,0,17,1,1,0,0,0,0,1,1,1,94,1563.9,0,0,1,0,1,0,0,0,0,1,0
3955,1,0,1,0,29,0,0,0,0,0,0,1,1,1,45,1332.4,0,1,0,0,1,0,0,0,0,1,0
3956,0,0,1,0,6,1,1,0,1,1,0,1,1,1,105,545.2,1,0,1,0,1,0,0,0,0,1,0
3957,1,0,1,0,63,1,1,0,0,1,0,1,1,0,102,6296.75,0,0,1,0,0,0,1,0,0,1,0
3958,1,0,1,0,16,1,1,0,0,0,0,0,0,1,73,1284.2,1,0,1,0,1,0,0,1,0,0,0
3959,1,0,0,0,59,1,0,0,0,1,0,0,1,1,61,3645.5,0,1,0,0,0,1,0,1,0,0,0
3960,0,0,0,0,3,1,0,0,0,1,0,1,0,0,57,161.45,0,1,0,0,1,0,0,0,0,1,0
3961,0,0,0,0,8,0,0,0,1,0,0,0,0,1,29,226.95,0,1,0,0,1,0,0,0,0,0,1
3962,0,1,1,0,7,1,1,0,0,0,0,0,1,1,84,646.85,1,0,1,0,1,0,0,0,0,1,0
3963,0,0,0,0,68,1,0,0,0,0,0,0,0,0,19,1441.65,0,0,0,1,0,0,1,0,1,0,0
3964,0,0,1,1,68,1,1,1,0,1,1,1,1,0,111,7511.3,0,0,1,0,0,0,1,0,1,0,0
3965,0,1,1,0,52,1,1,0,1,1,0,1,1,1,106,5621.85,0,0,1,0,0,1,0,0,0,1,0
3966,1,0,1,1,72,1,1,1,1,0,1,1,1,1,107,7919.8,0,0,1,0,0,0,1,0,1,0,0
3967,0,0,1,0,32,1,0,0,0,0,0,0,0,0,19,593.2,0,0,0,1,0,1,0,0,0,0,1
3968,0,0,1,0,72,1,0,0,0,0,0,0,0,0,20,1423.65,0,0,0,1,0,0,1,1,0,0,0
3969,1,0,1,1,1,1,0,0,0,0,0,0,0,1,69,69.95,0,0,1,0,1,0,0,0,1,0,0
3970,1,0,1,1,42,1,0,1,0,0,1,0,1,0,63,2763.35,0,1,0,0,0,1,0,0,1,0,0
3971,0,0,0,0,25,1,1,0,0,0,0,0,0,0,24,692.1,1,0,0,1,0,0,1,0,1,0,0
3972,1,0,0,0,45,1,0,1,0,0,0,0,0,1,50,2298.55,0,1,0,0,1,0,0,1,0,0,0
3973,0,0,1,1,43,0,0,1,0,1,1,1,1,1,60,2640.55,0,1,0,0,0,1,0,0,1,0,0
3974,1,0,1,0,37,1,1,1,0,1,0,1,1,0,79,2911.8,0,1,0,0,0,1,0,0,0,0,1
3975,0,1,0,0,20,1,1,0,0,0,0,0,1,1,85,1727.5,1,0,1,0,1,0,0,0,1,0,0
3976,0,0,0,0,4,0,0,0,0,0,0,0,0,1,24,86.6,1,1,0,0,1,0,0,0,0,1,0
3977,1,0,1,0,63,1,0,1,1,1,1,1,1,1,110,6705.7,0,0,1,0,0,0,1,0,1,0,0
3978,1,0,0,0,3,1,0,0,0,0,0,1,1,0,90,237.65,0,0,1,0,1,0,0,0,0,0,1
3979,1,0,1,1,66,1,1,0,0,0,0,0,0,1,25,1672.35,0,0,0,1,0,0,1,0,1,0,0
3980,1,0,0,0,28,1,1,0,1,1,0,1,1,1,105,2979.5,1,0,1,0,1,0,0,0,0,1,0
3981,0,1,0,0,8,1,1,0,0,0,0,0,1,0,85,695.75,0,0,1,0,1,0,0,0,0,1,0
3982,1,0,0,1,71,1,1,0,0,0,0,0,0,0,24,1654.6,0,0,0,1,0,0,1,0,0,0,1
3983,1,0,0,0,1,0,0,0,0,0,0,0,0,1,24,24.25,1,1,0,0,1,0,0,0,0,1,0
3984,0,0,1,1,72,1,1,0,0,0,0,0,0,0,25,1857.85,0,0,0,1,0,0,1,1,0,0,0
3985,1,1,1,0,16,1,0,1,1,0,0,0,0,1,54,825.1,0,1,0,0,1,0,0,1,0,0,0
3986,1,0,1,0,66,1,1,1,1,1,1,0,0,0,96,6424.25,0,0,1,0,0,0,1,0,0,0,1
3987,0,0,0,0,11,1,1,0,0,0,0,0,0,1,76,837.95,1,0,1,0,1,0,0,0,0,1,0
3988,1,0,0,0,51,1,1,1,1,1,1,1,0,1,81,4126.2,0,1,0,0,0,1,0,0,1,0,0
3989,0,0,0,1,8,0,0,1,0,0,0,0,1,1,38,330.8,0,1,0,0,1,0,0,0,0,1,0
3990,1,0,0,0,14,1,0,0,0,0,0,1,1,1,92,1337.45,0,0,1,0,1,0,0,0,0,1,0
3991,0,0,0,0,4,1,1,0,1,0,1,0,1,1,93,362.2,1,0,1,0,1,0,0,0,0,1,0
3992,0,0,0,0,70,1,1,1,1,1,0,1,1,0,84,5991.05,0,1,0,0,0,0,1,0,0,0,1
3993,0,0,0,1,70,1,1,1,1,0,1,0,0,0,66,4891.5,0,1,0,0,0,0,1,0,0,1,0
3994,0,1,1,0,54,1,1,0,1,0,0,1,1,1,101,5373.1,1,0,1,0,0,1,0,0,1,0,0
3995,1,0,0,1,28,1,0,1,0,0,0,0,0,1,74,2068.55,1,0,1,0,1,0,0,1,0,0,0
3996,1,0,0,0,24,1,0,0,0,0,0,0,0,0,20,487.05,0,0,0,1,0,0,1,0,0,0,1
3997,0,0,1,0,69,1,0,0,1,0,0,0,1,1,61,4131.2,0,1,0,0,0,0,1,0,1,0,0
3998,1,0,1,1,42,1,0,1,1,0,0,0,0,0,54,2301.15,0,1,0,0,1,0,0,0,0,0,1
3999,0,1,0,0,2,1,0,0,0,0,0,0,0,1,69,131.65,1,0,1,0,1,0,0,0,0,1,0
4000,0,1,0,0,39,1,1,0,0,1,0,1,1,1,99,4036.0,0,0,1,0,1,0,0,0,0,1,0
4001,1,0,1,1,45,1,1,0,1,1,1,1,1,1,109,4900.65,0,0,1,0,0,0,1,1,0,0,0
4002,1,0,1,1,72,1,1,1,1,1,1,1,0,1,80,5727.45,0,1,0,0,0,0,1,1,0,0,0
4003,0,0,0,0,38,1,0,0,0,0,0,0,0,0,20,743.05,0,0,0,1,0,0,1,0,0,0,1
4004,1,0,1,0,72,1,1,1,1,1,1,0,0,1,67,4804.65,0,1,0,0,0,0,1,1,0,0,0
4005,1,0,0,0,1,1,1,0,0,0,0,0,0,1,24,24.05,1,0,0,1,1,0,0,0,0,0,1
4006,1,0,1,1,72,1,0,0,0,0,0,0,0,1,19,1414.65,0,0,0,1,0,0,1,0,1,0,0
4007,1,0,1,0,55,1,1,0,0,0,0,0,0,0,25,1443.65,0,0,0,1,0,0,1,1,0,0,0
4008,0,0,1,1,51,0,0,0,0,1,1,1,1,1,56,2898.95,0,1,0,0,0,1,0,0,0,1,0
4009,1,0,0,0,63,1,0,1,1,1,1,1,1,1,86,5309.5,0,1,0,0,0,0,1,1,0,0,0
4010,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20,20.4,0,0,0,1,1,0,0,0,0,0,1
4011,0,0,1,1,23,1,0,0,0,0,0,0,0,1,19,451.55,0,0,0,1,0,0,1,0,0,0,1
4012,0,0,0,0,1,1,0,0,1,0,0,0,0,0,50,50.55,1,1,0,0,1,0,0,0,0,1,0
